nome_attrattore,risorsa_territoriale,codice_istat_comune,comume,indirizzo,numerocivico,cap,latitudine,longitudine,sitoweb,email,telefono,fax,cellulare,servizi,attrezzature,foto1,autore_foto1,foto2,autore_foto2,foto3,autore_foto3,descrizione
Palazzo Dentice di Frasso,Palazzi storici e architetture di pregio,074017,San Vito dei Normanni (BR),Via Crispi,6,72019,40.65685,17.704414,,,+390831982377,,,,,http://www.viaggiareinpuglia.it/img/Castello/san_vito_dei_normanni__castello_dentice_di_frasso_1427192008166.jpg,Mirabilia Sistemi,http://www.viaggiareinpuglia.it/img/Castello/san_vito_dei_normanni__castello_dentice_di_frasso_1427192008248.jpg,Mirabilia Sistemi,,,Palazzo Dentice di Frasso sorge nel cuore di  San Vito dei Normanni  e prende il nome dalla famiglia che ancora oggi vi risiede. Edificata  almeno in parte nel XVI secolo  la dimora ha subito nei secoli profondi rimaneggiamenti e ampliamenti.    Il nucleo più antico dell'edificio è costituito da una  torre quadrata  articolata su tre livelli  che la tradizione locale fa risalire al tempo di  Boemondo di Taranto   intorno al primo secolo dell'anno mille.     Al pianterreno è ubicata la cappella intitolata a  San Vito   la cui fondazione si dovrebbe alla volontà dello stesso principe. All'antica torre  di probabile origine medievale  i signori locali addossarono il palazzo baronale.
Il Palazzo Baronale (ex Domus Federiciana),Castelli,071004,Apricena (FG),Piazza Federico II,,71011,41.785923,15.441844,www.comune.apricena.fg.it,,+390882641875,,,,,http://www.viaggiareinpuglia.it/img/Castello/apricena_palazzo_baronale_1427211902260.jpg,,http://www.viaggiareinpuglia.it/img/Castello/apricena__palazzo_baronale1_1427211902868.jpg,,,, Tra le domus solaciorum  quella di  Apricena  era considerata dall' imperatore Federico II  una delle sue predilette  sia per la vicinanza a  Foggia  e alla Lucera Saracenorum  che per la ricchezza faunistica dei luoghi.    Considerata l'esigenza di viaggiare con il personale politico-amministrativo-militare al seguito  la domus contava sicuramente molti locali di soggiorno tra cui  biblioteca   stalle  magazzini ed una masseria.     Oggi  della  Domus Federiciana   restano purtroppo poche tracce. Anche se risalente al XVII secolo il Palazzo ha subito vari rimaneggiamenti dovuti al frazionamento della proprietà. Lo stato di conservazione è buono e al momento esistono vari progetti di recupero della struttura per valorizzare il suo passato storico.     
Museo  'Ugo Granafei' ,Musei  gallerie e pinacoteche,074010,Mesagne (BR),Via Castello ,5,72023,40.560276,17.807688,,cultura@comune.mesagne.br.it,+390831776065,,+393286655300,Servizi Igienici e docce-Visite guidate-Welcome Desk-Attività didattiche-Biglietteria-Accettazione gruppi-Merchandising ,Sala ricevimenti-Guardaroba,http://www.viaggiareinpuglia.it/img/LuoghiCultura/mesagne_museo_u._granafei_mirabilia_1427800364718.jpg,Mirabilia Sistemi,http://www.viaggiareinpuglia.it/img/LuoghiCultura/mesagne_museo_u._granafei1_mirabilia_1427800364765.jpg,Mirabilia Sistemi,,,Il Castello Normanno Svevo di  Mesagne  ospita il Museo «Ugo Granafei»  che custodisce reperti archeologici di grande valore.  Da ammirare è l'importante collezione di vasellame dell'Età del Bronzo  cui si affiancano i reperti di età romana e le  ceramiche medievali .  Il percorso museale comprende anche una raccolta numismatica con monete greche provenienti dalle zecche locali di Taranto  Metaponto  Sibari e Crotone  e monete medievali. Una  tomba a semicamera  del 250 a.C perfettamente conservata completa l'esposizione  con il suo ricco corredo funerario.  Il  lapidarium   infine  raccoglie iscrizioni latine  lastre tombali e macine di età messapica.
Teatro comunale,Teatri storici,074010,Mesagne (BR),Via Federico II di Svevia,,72023,40.559013,17.811024,,,+390831779207,,+393313477311,Servizi Igienici e docce-Deposito bagagli-Welcome Desk-Wifi/Internet-Attività didattiche-Bar - Punto ristoro-Biglietteria-Accettazione gruppi-Offerte ricreative,Parcheggio gratuito-Guardaroba,http://www.viaggiareinpuglia.it/img/LuoghiCultura/mesagne_teatro_comunale_1427800546793.jpg,Teatro Pubblico Pugliese,,,,,Il Teatro comunale di  Mesagne  accoglie gli spettatori con il suo prospetto in stile  neoclassico   realizzato tra il 1894 e il 1895.     Iniziati i lavori nel 1884  si decise di modificare il progetto iniziale affidandolo al celebre ingegner Gaetano Marschiezek  che ideò un classico « teatro all'italiana » su modello del Politeama Greco di Lecce. Quando il nastro inaugurale fu tagliato  nel 1895  capitelli corinzi dominavano la facciata  con decori in pietra leccese e  all'interno  un  soffitto a ponte apribile .     Anni dopo  l'edificio divenne un  teatro-cinema  e  negli anni '90  si elaborò un nuovo piano per adeguare la struttura da un punto di vista  scenotecnico  e acustico  recuperando l'antica disposizione a  palchi . Questi si aprono oggi in due ordini sulla platea e la galleria è divenuta un  loggione   per un totale di 304 posti.     Il Teatro Comunale propone una ricca  stagione di prosa e musica  con compagnie e artisti internazionali  in collaborazione con il Teatro Pubblico Pugliese. 
Casale Sombrino,Aree e parchi archeologici,075081,Supersano (LE),Strada provinciale 363,,73040,40.03325,18.221329,,,+39800551155,,,,,http://www.viaggiareinpuglia.it/img/AreeArcheologiche/arte_e_cultura_solito_1426243183547.jpg,Carlos Solito,,,,,L'antico Casale Sombrino fu eretto intorno all'anno 1000 sul crinale delle  Murge Salentine   nella parte di territorio anticamente chiamata Spalla del Palombaro  circa 100 metri sul livello del mare.     Si trovava sul crocevia che collegava la Via Istmica  che da Casole d'Otranto portava a  Gallipoli   con la via che da  Santa Caterina  di  Galatina  conduceva a  Leuca  e per questo rappresentava un importante centro di sosta per i pellegrini.     L'insediamento di probabile origine basiliana comprendeva anche la  Chiesa di San Giacomo   Sombrino  di cui ancora oggi si può intuire l'antico splendore con la facciata medievale e il tetto a capanna. La chiesa faceva parte dei possedimenti della vicina  Abbazia di San Nicola di Casole  ed è ancora visibile un altare del XVI secolo.
Sannicandro di Bari,Città del gusto,072040,Sannicandro di Bari (BA),Piazza del Ferrarese,29,70122,41.0003,16.79957,,info.baricity@viaggiareinpuglia.it,+390805242244,,,,,http://www.viaggiareinpuglia.it/img/Localita/sannicandro_di_bari_carlos_solito_1415095522506.jpg,Carlos Solito,,,,,Sannicandro  a 14 chilometri dal capoluogo pugliese  è circondato da campi coltivati con frutti mediterranei  dolcissimi fichi e mandorleti. Ciò che però rende famosa la sua terra  è l'oliva dolce a cui ogni anno si dedica una popolare sagra.     Il possente   Castello   di origine normanna  padroneggia l'area del paese che risale al Medioevo. Isolato da una strada che corre sulla superficie di colmatura dell'antico fossato  il castello un tempo era dotato di otto torri di fortificazione. Oggi ne restano sei  e come esempio dell'architettura nomanno-sveva   due magnifici portali  che conservano rispettivamente i fori attraverso i quali passavano le catene del ponte levatoio e lo stemma dei principi Grimaldi.     A fronteggiare il castello è il borgo originario risalente all'VIII secolo arricchendo il contesto con chiese antiche come quella dello  Spirito Santo  e quella del  Crocifisso . Nelle vie  piacevoli particolari in stile liberty arricchiscono alcuni palazzi nobiliari.
Sannicandro di Bari,Borghi storici,072040,Sannicandro di Bari (BA),Piazza del Ferrarese,29,70122,41.0003,16.79957,,info.baricity@viaggiareinpuglia.it,+390805242244,,,,,http://www.viaggiareinpuglia.it/img/Localita/sannicandro_di_bari_carlos_solito_1415095522506.jpg,Carlos Solito,,,,,Sannicandro  a 14 chilometri dal capoluogo pugliese  è circondato da campi coltivati con frutti mediterranei  dolcissimi fichi e mandorleti. Ciò che però rende famosa la sua terra  è l'oliva dolce a cui ogni anno si dedica una popolare sagra.     Il possente   Castello   di origine normanna  padroneggia l'area del paese che risale al Medioevo. Isolato da una strada che corre sulla superficie di colmatura dell'antico fossato  il castello un tempo era dotato di otto torri di fortificazione. Oggi ne restano sei  e come esempio dell'architettura nomanno-sveva   due magnifici portali  che conservano rispettivamente i fori attraverso i quali passavano le catene del ponte levatoio e lo stemma dei principi Grimaldi.     A fronteggiare il castello è il borgo originario risalente all'VIII secolo arricchendo il contesto con chiese antiche come quella dello  Spirito Santo  e quella del  Crocifisso . Nelle vie  piacevoli particolari in stile liberty arricchiscono alcuni palazzi nobiliari.
Sannicandro di Bari,Comune,072040,Sannicandro di Bari (BA),Piazza del Ferrarese,29,70122,41.0003,16.79957,,info.baricity@viaggiareinpuglia.it,+390805242244,,,,,http://www.viaggiareinpuglia.it/img/Localita/sannicandro_di_bari_carlos_solito_1415095522506.jpg,Carlos Solito,,,,,Sannicandro  a 14 chilometri dal capoluogo pugliese  è circondato da campi coltivati con frutti mediterranei  dolcissimi fichi e mandorleti. Ciò che però rende famosa la sua terra  è l'oliva dolce a cui ogni anno si dedica una popolare sagra.     Il possente   Castello   di origine normanna  padroneggia l'area del paese che risale al Medioevo. Isolato da una strada che corre sulla superficie di colmatura dell'antico fossato  il castello un tempo era dotato di otto torri di fortificazione. Oggi ne restano sei  e come esempio dell'architettura nomanno-sveva   due magnifici portali  che conservano rispettivamente i fori attraverso i quali passavano le catene del ponte levatoio e lo stemma dei principi Grimaldi.     A fronteggiare il castello è il borgo originario risalente all'VIII secolo arricchendo il contesto con chiese antiche come quella dello  Spirito Santo  e quella del  Crocifisso . Nelle vie  piacevoli particolari in stile liberty arricchiscono alcuni palazzi nobiliari.
Palazzo baronale Lopez y Royo,Palazzi storici e architetture di pregio,075048,Monteroni di Lecce (LE),Piazza Falconieri ,,73047,40.327225,18.095713,,,+390832682985,,,,,http://www.viaggiareinpuglia.it/img/Castello/arte_e_cultura_solito_1427370136999.jpg,Carlos Solito,,,,,Con la sua larga facciata di finestre allineate   Palazzo Lopez y Royo  si affaccia su  piazza Falconieri   nel cuore di  Monteroni di Lecce .     L'edificio riporta ancora oggi le fattezze di un'imponente fortezza ma quando il feudo passò nelle mani dei  Lopez y Royo  fu dotato di elementi architettonici più nobili ed eleganti come il bel  portale  di ingresso sormontato da un arco spezzato e affiancato da due coppie di colonne. Al piano superiore  un tempo ricca e importante quadreria  si trovava la cappella dedicata all'Annunziazione.     Fu la famiglia dei Monteroni  da cui prende nome lo stesso paese alle porte di  Lecce   che mise mano alla costruzione del primo nucleo del palazzo. Questo fu nel corso dei secoli dimora d'illustri cittadini fra cui il poeta e scienziato  Imbriani  vissuto nel secolo XVII   Filippo Lopez y Royo  arcivescovo di Palermo e in seguito nominato viceré   Ignazio Falconieri   liberale giustiziato nel corso della repressione borbonica nel 1799 cui è dedicata la piazza  e  Vincenzo Sabato   professore e architetto riconosciuto dall'Accademia di Parigi «Amico delle Scienze». 
Menhir Sant'Anna-Lumardu e Menhir della Stazione,Aree e parchi archeologici,075094,Zollino (LE),Via XXV Aprile. Via Stazione ,,73010,40.206398,18.250166,,info.martano@viaggiareinpuglia.it,+390836572795,,,,,http://www.viaggiareinpuglia.it/img/AreeArcheologiche/arte_e_cultura_solito_1426243583776.jpg,Carlos Solito,,,,,Prende il nome dalla vicina chiesa  il  Menhir Sant'Anna  di  Zollino  ed è probabile che le sue origini risalgano al Neolitico. Il menhir  alto poco più di 3 metri  è infisso in un blocco di roccia in largo Lumardu  un tempo importantissimo crocevia del paese. Nel corso dei secoli è stato cristianizzato con le incisioni di diverse croci.     Il  Menhir Stazione  si trova  come dice il nome  a pochi metri dalla stazione ferroviaria  su un incrocio di vie che conducono a  Sternatia    Corigliano d'Otranto  e  Soleto . È alto 4 27 metri e su una delle facce presenta un piccolo incavo  nel quale probabilmente un tempo si posizionava una lanterna a beneficio dei viandanti.
Mura messapiche,Aree e parchi archeologici,074002,Carovigno (BR),Via Brandi,,72012,40.707275,17.655052,,,+390831997111,,,,,http://www.viaggiareinpuglia.it/img/AreeArcheologiche/arte_e_cultura_solito_1426168856967.jpg,Carlos Solito,,,,,Lungo le strade di  Carovigno  sono ancora visibili i resti dell'antica cinta muraria che circondava l'ormai scomparsa città di  Carbina   fiorente centro messapico nel tempo in cui il territorio brindisino era dominato dagli Japigi.     Costruita secondo la tradizione  Carbina era una  cittadella fortificata   abbracciata da ben  tre cinte murarie concentriche   erette intorno alla collina  punto più alto del centro  dove sorgeva l' acropoli   protetta da una muraglia ciclopica di pietroni informi.     Più a valle  altre due cinte murarie delimitavano l'area della  necropoli  ma ciò non bastò a salvare la città dalle terribili guerre messapiche e  nel 473 avanti Cristo  Carbina fu saccheggiata dalle truppe di Taras.     Oggi  nei pressi dell'attuale cimitero cittadino  sono visibili numerosi frammenti della seconda cerchia muraria mentre  nella parte più bassa del centro abitato  si ritrovano alcune  tombe a camera  complete di corredo funebre.      
Anfiteatro di Egnazia   ,Anfiteatri,074007,Fasano (BR),Strada Statale 379 uscita Fasano-Savelletri ,,72010,40.84036,17.37544,www.egnaziaonline.it,museo.arch.egnazia@arti.beniculturali.it,+390804829056,,+393887925873,Servizi Igienici e docce-Visite guidate-Attività didattiche,Sala Lettura,http://www.viaggiareinpuglia.it/img/AreeArcheologiche/fasano_anfiteatro_di_egnazia_1425911506437.jpg,Mirabilia Sistemi,,,,,Centro pulsante dell'antica Roma  snodo di traffici e commerci grazie al vicino porto  la città di Egnazia sorge sulle rovine dell'antica Gnathia  risalente all'Età del Bronzo  ed è oggi  uno dei siti archeologici più importanti della regione   meravigliosamente lambito dal mare.     In epoca romana  la città di Egnazia fu attraversata dalla  via Traiana   di cui sono ancora visibili i solchi. D'epoca romana  sono anche il  foro  e il cosiddetto  anfiteatro   utilizzato probabilmente non per spettacolo ma come piazza del foro  adibita a mercato.     Sempre d'epoca romana sono la  Basilica civile   con l'Aula delle Tre Grazie  le due  Basiliche paleocristiane   il Sacello delle divinità orientali e il  criptoportico   conservato in ottime condizioni.   
Castello degli Acquaviva ,Castelli,075052,Nardo' (LE),Piazza Cesare Battisti,,73048,40.17629,18.03142,www.comune.nardo.le.it,,+390833838308,,,Visite guidate-Accettazione gruppi,Sala stampa-Sala ricevimenti,http://www.viaggiareinpuglia.it/img/Castello/nard__castello_1427370266333.jpg,Mirabilia Sistemi,,,,,Eretto tra il XV e gli inizi del XVI secolo  il Castello di  Nardò  fu voluto da  Giovanni Antonio Acquaviva d'Aragona  per rendere più sicura la città in seguito alle invasioni turche del 1480.     Una delle particolarità del castello è il « torrione a mandorla »  un tempo efficace espediente di architettura militare che permetteva di difendere meglio il muro di cortina. Costruito a pianta rettangolare  è fornito di quattro grossi torrioni angolari mentre la facciata presenta un bugnato ottocentesco  un balcone ricco di cariatidi e splendidi fregi che decorano il cornicione superiore.     Il maniero subì importanti trasformazioni alla fine del XIX secolo ad opera dei  baroni Personè  che vi abitarono finché non divenne  sede del Municipio . Un largo fossato cingeva l'edificio ma quando divenne dimora nobile fu colmato e trasformato in giardino  oggi  Villa Comunale .
Caserma dei Carabinieri 'Chiaffredo Bergia',Palazzi storici e architetture di pregio,072006,Bari (BA),Lungomare Nazario Sauro,41-45,70122,41.120758,16.884426,,,+390805452044,,,,,http://www.viaggiareinpuglia.it/img/Castello/1_caserma_carabinieri_bergia_1438337357649.jpg,Inarch,http://www.viaggiareinpuglia.it/img/Castello/2_caserma_carabinieri_bergia_1438337359730.jpg,Inarch,http://www.viaggiareinpuglia.it/img/Castello/3_statua_bronzea_raffigurante_la_fedelt_1438337359788.jpg,Inarch,A chi arriva a Bari dal mare non può sfuggire la bianca pietra  i compatti muri di cemento compressi in linee austere della Caserma Bergia  sede del Comando Gruppo Carabinieri della Stazione di Bari e del Reparto Comando Legionale. La Caserma è dedicata al capitano Chiaffredo Bergia  eroe pluridecorato della Legione  il quale debellò agguerrite bande di briganti che terrorizzavano le popolazioni dell'Abruzzo e della Puglia. Due imponenti statue bronzee  poste su piedistalli a scarpa ai lati dell'ingresso  raffigurano la Fedeltà e la Giustizia  due virtù militari. Dette statue sostituiscono due medaglioni sui quali erano rispettivamente scolpiti il fascio littorio e lo scudo sabaudo. Varcando l'ingresso principale si possono osservare otto medaglioni  quattro in pietra e quattro in bronzo  che riportano le effigi dei militari dell'Arma decorati con la Medaglia d'Oro al Valore.
Museo Didattico delle Maioliche - Istituto d'arte di Grottaglie,Musei  gallerie e pinacoteche,073008,Grottaglie (TA),Via Jacopo Della Quercia ,2,74023,40.53816,17.435505,www.artisticocalolisippo.it,tais031008@istruzione.it,+390995666521,+390995624015,,,,http://www.viaggiareinpuglia.it/img/LuoghiCultura/grottaglie_museo_maiolicheistituto_darte_artisticocalolisippo_1428394648999.jpg,artisticocalolisippo.it,http://www.viaggiareinpuglia.it/img/LuoghiCultura/grottaglie_museo_maiolicheistituto_darte_beniculturali_1428394649222.jpg,Beniculturali.it,,,Ospitato nell'Istituto Statale d'Arte di  Grottaglie   ai margini del « Quartiere delle Ceramiche »  il Museo Didattico delle Maioliche propone due percorsi espositivi tutti da scoprire.     Il primo comprende le  ceramiche grottagliesi dal XVI al XVII secolo   il secondo invece conserva rare opere ceramiche dell'Istituto dei  primi anni del Novecento . Di particolare interesse sono i piatti realizzati dal  maestro napoletano Anselmo De Simone .     Un'ultima sezione è dedicata all'attività dell'Istituto  dove sono esposte opere realizzate in occasione dei  concorsi  nazionali ed internazionali. Nel museo  inoltre  è attivo un  laboratorio di restauro .
Comando III Regione Aerea,Palazzi storici e architetture di pregio,072006,Bari (BA),Lungomare Nazario Sauro,35-39,70121,41.1212,16.883017,www.aeronautica.difesa.it/comandoscuoleAM/3RegioneAerea,,+390805418414,,,,,http://www.viaggiareinpuglia.it/img/Castello/1_comando_iii_regione_aerea_1438336061246.jpg,Inarch,http://www.viaggiareinpuglia.it/img/Castello/2_comando_iii_regione_aerea_1438336061471.jpg,Inarch,http://www.viaggiareinpuglia.it/img/Castello/3_corte_interna_1438336061523.jpg,Inarch,Percorrendo il lungomare Nazario Sauro  dalla città vecchia verso sud  una serie di edifici monumentali  voluti dal piano per la sistemazione del Lungomare di Levante  accoglie le sedi delle nuove funzioni di Stato. Il Comando della Terza Regione Aerea offre la fisionomia aggressiva di una Bari che si rivolge all'Adriatico  con pretese di dominio ma allo stesso tempo affascinante per la sua «maschia» morfologia. Oltrepassando il Palazzo per Uffici del Ministero dei Lavori Pubblici  ad angolo con Via Addis Abeba  si manifesta nella sua soluzione angolare  un organismo alquanto complesso  per via di un sapiente gioco d'incastro dei volumi che determina particolari effetti chiaroscurali. Ma è all'interno  solitamente non aperto al pubblico  che la caserma diventa fortezza  per custodire prestigiose stanze con splendidi affreschi  tele ed arredi del Novecento  come quelle del comandante e del vice comandante.
Museo Diocesano - Pinacoteca «Monsignor Aurelio Marena»,Musei  gallerie e pinacoteche,072011,Bitonto (BA),Corte Vescovado,2,70032,41.106445,16.690292,,,+390802254581,,,Servizi Igienici e docce-Visite guidate-Accettazione gruppi,,http://www.viaggiareinpuglia.it/img/LuoghiCultura/bitonto_museo_pinacoteca_mons._aurelio_marena_diocesi_bari_bitonto_1427710704313.jpg,Diocesi Bari Bitonto,http://www.viaggiareinpuglia.it/img/LuoghiCultura/arte_e_cultura_solito_1427710704403.jpg,Carlos Solito,,,Il Museo diocesano intitolato a Monsignor Aurelio Marena si trova a  Bitonto  all'interno dell'ex Seminario in via Vescovado e custodisce un importante patrimonio storico e artistico proveniente dalle chiese più antiche della città.     Fu il  Vescovo Marena  a promuoverne la fondazione per preservare i pregiati manufatti artistici  che ammontano a circa 1800 pezzi databili tra il XII e il XX secolo. Il percorso museale si articola in diverse sezioni  tra cui l'importante  pinacoteca   il tesoro degli argenti  le sculture e il lapidario romanico.     Nella  Sala dei Vescovi  sono esposte alcune tele di ambito locale  come la «Flagellazione» di Giuseppe della Porta (1693-1749). Nel  lapidario romanico   di notevole interesse sono il pluteo a tarsie e il capitello con racemi di Gualtiero da Foggia. Tra i reperti più preziosi  infine  è l' icona lignea  della Vergine Odegitria  realizzata tra XII e XIII secolo. 
Polo Museale della città di Conversano,Musei  gallerie e pinacoteche,072019,Conversano (BA),Via San Benedetto ,,70014,40.96868,17.11508,www.turismoinconversano.com,iat@comune.conversano.ba.it,+390804958525,,,Servizi Igienici e docce-Visite guidate-Celebrazione di matrimoni-Deposito bagagli-Welcome Desk-Wifi/Internet-Attività didattiche-Biglietteria-Accettazione gruppi-Merchandising ,Sala congressi-Sala Lettura-Sala multimediale,http://www.viaggiareinpuglia.it/img/LuoghiCultura/conversano_polomuseale_1427711228522.jpg,Polo Museale,http://www.viaggiareinpuglia.it/img/LuoghiCultura/arte_e_cultura_solito_1427711228599.jpg,Carlos Solito,,,Il Polo Museale di  Conversano  comprende la Pinacoteca del  Castello Aragonese   dove si ammira anche la mostra permanente di abiti storici «Nozze al Castello» e la sezione archeologica allestita negli ambienti intorno al Chiostro di San Benedetto.     La selezione artistica si dipana tra le sale di rappresentanza del Castello e  tra le altre  comprende le grandi tele de «La Gerusalemme Liberata» del napoletano  Paolo Domenico Finoglio   considerate il più esteso ciclo del Seicento italiano di argomento non religioso. Negli ambienti al secondo piano si svolgono anche mostre temporanee e convegni.     Nella  sezione archeologica  si ammirano invece reperti dalla Preistoria all'età romana  tra cui selci paleolitiche e strumenti litici provenienti dalle grotte di Conversano e Monopoli.    Alla sezione archeologica si accede da piazza della Conciliazione  mentre l'interno del castello contiene la sezione artistica.
Chiesa dei Santi Cosma e Damiano,Chiese e cattedrali,072019,Conversano (BA),Largo San Cosma,1,70014,40.967648,17.113062,,,+390804956517 ,,,Visite guidate,,http://www.viaggiareinpuglia.it/img/LuogoSacro/riti_tradizioni_e_spiritualit_cappellari_1428402632028.jpg,Franco Cappellari,,,,,Nel cuore del centro storico di Conversano  l'imponente complesso architettonico con la Chiesa e il Convento dei Santi Cosma e Damiano risale al `600  quando fu edificato sui resti della romanica Chiesa di San Matteo.     Per volontà del conte Giangirolamo II Acquaviva d'Aragona  la chiesa fu intitolata ai Santi Medici e sottoposta a un totale rifacimento  secondo i dettami del  barocco . La facciata oggi si presenta sobria e il prospetto è compatto e uniforme in pietra calcarea  arricchito dal  campanile  a due ordini.     La semplicità dell'esterno cela il fastoso spettacolo degli interni   trionfo del barocco napoletano   la cui riprogettazione fu affidata a Paolo Finoglio. Del pittore di corte  resta il pregevole  ciclo pittorico  che decora la volta e le tele laterali  come il Martirio di San Gennaro  tra le sue opere migliori.     Dal 1997  la chiesa è gemellata con Cascia  acquisendo il titolo di  Santuario di Santa Rita .
Convento di Santa Maria dell'Isola,Abbazie  conventi e monasteri,072019,Conversano (BA),Strada provinciale per Rutigliano,,70014,40.973446,17.108198,,,+390804954924 ,,,Ricettività-Servizi Igienici e docce-Visite guidate-Ristorazione-Attività didattiche-Accettazione gruppi-Offerte ricreative,Sala congressi-Parcheggio gratuito-Sala ricevimenti,http://www.viaggiareinpuglia.it/img/LuogoSacro/riti_tradizioni_e_spiritualit_cappellari_1428402717958.jpg,Franco Cappellari,,,,,Poco fuori dall'abitato  a circa 1 chilometro da  Conversano   inoltrandosi nella campagna seguendo la strada per  Rutigliano   si ritrova l'elegante  Convento di Santa Maria dell'Isola   di origine medievale.     Eretta nel `400 su una grotta naturale  si presenta al visitatore con una sobria  facciata in muratura . Il complesso monastico è dotato di due chiostri e un  pozzo  decorato circondato da affreschi.     La semplicità dell'esterno cela la ricchezza di particolari degli ambienti interni: la struttura custodisce l'antica  cappella funeraria degli Acquaviva d'Aragona   signori di Conversano  con il ricercato sepolcro tardo-quattrocentesco di Giulio Antonio Acquaviva.     Il convento ospita l' Oasi Sacro Cuore di Gesù  gestita dall'ordine argentino delle Serve del Signore e della Vergine di Matarà  lieto di accogliere e ospitare gruppi di preghiera e pellegrini nelle celle del convento  ideale per un  ritiro spirituale .
Chiesa Madonna della Greca,Chiese e cattedrali,072025,Locorotondo (BA),Largo Madonna della Greca,,70010,40.7535,17.33053,,,+390804311236 ,,,,Parcheggio gratuito,http://www.viaggiareinpuglia.it/img/LuogoSacro/riti_tradizioni_e_spiritualit_cappellari_1428403336985.jpg,Franco Cappellari,,,,,La Chiesa della Madonna della Greca spicca nel cuore antico di  Locorotondo  con la facciata impreziosita da un magnifico  rosone   opera d'arte contemporanea di Domenico Rosato  e le antiche statue  di San Pietro e San Paolo   provenienti da un trittico che decorava la vecchia chiesa madre.     Varcando il  portale rinascimentale   ci si ritrova all'interno con pianta basilicale a  tre navate . Ornati da semicolonne  i pilastri sfoggiano  capitelli  da cui prendono forma  volute    cornucopie  e  scanalature  abitate da putti  sirene e altre creature.    Edificata nel XV secolo da Pirro del Balzo  Principe di  Taranto   la chiesa custodisce sull'altare maggiore il  Polittico della   Madonna delle Rose . Sul tratto murario della navata centrale  si intravede un  frammento d'affresco  con la Madonna con Bambino.
Cattedrale di San Corrado,Chiese e cattedrali romaniche,072029,Molfetta (BA),Via della Chiesa Vecchia ,,70056,41.205784,16.59794,,,+390803971971,,,Servizi Igienici e docce-Visite guidate,,http://www.viaggiareinpuglia.it/img/LuogoSacro/molfetta_san_corrado_solito_1417691407242.jpg,Carlos Solito,http://www.viaggiareinpuglia.it/img/LuogoSacro/molfetta_san_corrado1_solito_1428403965304.jpg,Carlos Solito,,,Si erge davanti al mare  nei pressi del porto di  Molfetta   la Cattedrale di San Corrado edificata nel XIII secolo nel luogo in cui facevano scalo le navi provenienti dalla Terra Santa  cariche di pellegrini e cavalieri.     Armonioso connubio di stili architettonici  dal  bizantino  al  romanico   con suggestivi  motivi orientali   la Cattedrale è nel cuore della città vecchia e  con le sue  cupole in asse   le  torri campanarie  e l'elegante prospetto in pietra  è considerata il simbolo cittadino.     A racchiudere l'abside ci sono due torri raccordate da una cortina muraria decorata con  archi intrecciati  di gusto arabo  di cui una serviva per scandire con i rintocchi della campana la vita religiosa della città e l'altra aveva funzione di avvistamento.     Nella cripta sono state conservate fino al tardo Settecento le ossa del nobile  Corrado dei duchi di Baviera   santo patrono della città che  reduce dalla Crociata  morì in una grotta nei pressi di  Modugno  nella quale si era ritirato in romitaggio.    
Chiesa madre,Chiese e cattedrali,072031,Noci (BA),Piazza Plebiscito,,70015,40.794933,17.123264,,,+390804974044,,,,Parcheggio gratuito-Sala ricevimenti,http://www.viaggiareinpuglia.it/img/LuogoSacro/riti_tradizioni_e_spiritualit_cappellari_1428404744407.jpg,Franco Cappellari,,,,,Dedicata a Santa Maria della Natività  la Chiesa Madre di  Noci  sorge nel cuore del borgo antico ed è avvolta da antiche leggende.     Nei secoli la chiesa ha mutato il suo aspetto fino al 1826  quando fu apposto il  timpano di stile classico . All'interno  scandito da  tre navate   sono da ammirare il  polittico lapideo  policromo posto nel transetto e la  Madonna in trono  col Bambino nella Cappella della Vergine di Loreto  opera dello scultore Stefano da Putignano.     Secondo la tradizione e la storiografia locale fu eretta nel 1316  per volere del Principe di Taranto  Filippo I d'Angiò . La leggenda narra che il principe fu sorpreso da un violento temporale e  scampato al pericolo sotto un  albero di noci   eresse la chiesa per ringraziare la Vergine.
Chiesa di Santa Maria Assunta,Chiese e cattedrali,072035,Polignano a Mare (BA),Piazza Vittorio Emanuele,21,70044,40.996353,17.219198,,,+390804252336 ,,,Visite guidate,,http://www.viaggiareinpuglia.it/img/LuogoSacro/riti_tradizioni_e_spiritualit_cappellari_1428404968447.jpg,Franco Cappellari,http://www.viaggiareinpuglia.it/img/LuogoSacro/riti_tradizioni_e_spiritualit_cappellari_1428404971959.jpg,Franco Cappellari,,,Si adagia placida in piazza Vittorio Emanuele  nel cuore della città vecchia  la Chiesa matrice di  Polignano   dedicata a Santa Maria Assunta  ex cattedrale della città costruita nel 1295 sui resti di un tempio pagano.    Sormontata dal  campanile quadrangolare   alto più di 23 metri  la cui base corrisponde alla cappella della famiglia dei Buonospirito  la facciata austera mescola elementi gotici a motivi romanici e decorazioni barocche  accogliendo il bel  portale tardorinascimentale .    All'interno  le tre navate sono dominate dall'altare maggiore settecentesco  sul cui sfondo si delinea il prezioso coro ligneo. Al di sopra dell'altare  il  Cappellone di San Vito   dedicato al santo martire patrono della città  ne custodisce le reliquie.    Lungo le navate sono conservate pregevoli opere d'arte  tra cui le statue in pietra calcarea di  Stefano da Putignano   celebre scultore rinascimentale di cui la chiesetta vanta il maggior numero di opere  tra cui il famoso  presepe in pietra   dichiarato monumento nazionale. 
